row,decimal,bitstring,accuracy,normalized_time,active_features,penalized_fitness
1,0,00000000,0.00000000,0.00000000,0,0.00000000
2,1,00000001,1.00000000,0.00000000,1,1.00000000
3,2,00000010,1.00000000,0.00000000,1,1.00000000
4,3,00000011,2.00000000,0.00000000,2,2.00000000
5,4,00000100,1.00000000,0.00000000,1,1.00000000
6,5,00000101,2.00000000,0.00000000,2,2.00000000
7,6,00000110,2.00000000,0.00000000,2,2.00000000
8,7,00000111,1.00000000,0.00000000,3,1.00000000
9,8,00001000,1.00000000,0.00000000,1,1.00000000
10,9,00001001,2.00000000,0.00000000,2,2.00000000
11,10,00001010,2.00000000,0.00000000,2,2.00000000
12,11,00001011,1.00000000,0.00000000,3,1.00000000
13,12,00001100,2.00000000,0.00000000,2,2.00000000
14,13,00001101,1.00000000,0.00000000,3,1.00000000
15,14,00001110,1.00000000,0.00000000,3,1.00000000
16,15,00001111,0.00000000,0.00000000,4,0.00000000
17,16,00010000,1.00000000,0.00000000,1,1.00000000
18,17,00010001,2.00000000,0.00000000,2,2.00000000
19,18,00010010,2.00000000,0.00000000,2,2.00000000
20,19,00010011,1.00000000,0.00000000,3,1.00000000
21,20,00010100,2.00000000,0.00000000,2,2.00000000
22,21,00010101,1.00000000,0.00000000,3,1.00000000
23,22,00010110,1.00000000,0.00000000,3,1.00000000
24,23,00010111,0.00000000,0.00000000,4,0.00000000
25,24,00011000,2.00000000,0.00000000,2,2.00000000
26,25,00011001,1.00000000,0.00000000,3,1.00000000
27,26,00011010,1.00000000,0.00000000,3,1.00000000
28,27,00011011,0.00000000,0.00000000,4,0.00000000
29,28,00011100,1.00000000,0.00000000,3,1.00000000
30,29,00011101,0.00000000,0.00000000,4,0.00000000
31,30,00011110,0.00000000,0.00000000,4,0.00000000
32,31,00011111,1.00000000,0.00000000,5,1.00000000
33,32,00100000,1.00000000,0.00000000,1,1.00000000
34,33,00100001,2.00000000,0.00000000,2,2.00000000
35,34,00100010,2.00000000,0.00000000,2,2.00000000
36,35,00100011,1.00000000,0.00000000,3,1.00000000
37,36,00100100,2.00000000,0.00000000,2,2.00000000
38,37,00100101,1.00000000,0.00000000,3,1.00000000
39,38,00100110,1.00000000,0.00000000,3,1.00000000
40,39,00100111,0.00000000,0.00000000,4,0.00000000
41,40,00101000,2.00000000,0.00000000,2,2.00000000
42,41,00101001,1.00000000,0.00000000,3,1.00000000
43,42,00101010,1.00000000,0.00000000,3,1.00000000
44,43,00101011,0.00000000,0.00000000,4,0.00000000
45,44,00101100,1.00000000,0.00000000,3,1.00000000
46,45,00101101,0.00000000,0.00000000,4,0.00000000
47,46,00101110,0.00000000,0.00000000,4,0.00000000
48,47,00101111,1.00000000,0.00000000,5,1.00000000
49,48,00110000,2.00000000,0.00000000,2,2.00000000
50,49,00110001,1.00000000,0.00000000,3,1.00000000
51,50,00110010,1.00000000,0.00000000,3,1.00000000
52,51,00110011,0.00000000,0.00000000,4,0.00000000
53,52,00110100,1.00000000,0.00000000,3,1.00000000
54,53,00110101,0.00000000,0.00000000,4,0.00000000
55,54,00110110,0.00000000,0.00000000,4,0.00000000
56,55,00110111,1.00000000,0.00000000,5,1.00000000
57,56,00111000,1.00000000,0.00000000,3,1.00000000
58,57,00111001,0.00000000,0.00000000,4,0.00000000
59,58,00111010,0.00000000,0.00000000,4,0.00000000
60,59,00111011,1.00000000,0.00000000,5,1.00000000
61,60,00111100,0.00000000,0.00000000,4,0.00000000
62,61,00111101,1.00000000,0.00000000,5,1.00000000
63,62,00111110,1.00000000,0.00000000,5,1.00000000
64,63,00111111,2.00000000,0.00000000,6,2.00000000
65,64,01000000,1.00000000,0.00000000,1,1.00000000
66,65,01000001,2.00000000,0.00000000,2,2.00000000
67,66,01000010,2.00000000,0.00000000,2,2.00000000
68,67,01000011,1.00000000,0.00000000,3,1.00000000
69,68,01000100,2.00000000,0.00000000,2,2.00000000
70,69,01000101,1.00000000,0.00000000,3,1.00000000
71,70,01000110,1.00000000,0.00000000,3,1.00000000
72,71,01000111,0.00000000,0.00000000,4,0.00000000
73,72,01001000,2.00000000,0.00000000,2,2.00000000
74,73,01001001,1.00000000,0.00000000,3,1.00000000
75,74,01001010,1.00000000,0.00000000,3,1.00000000
76,75,01001011,0.00000000,0.00000000,4,0.00000000
77,76,01001100,1.00000000,0.00000000,3,1.00000000
78,77,01001101,0.00000000,0.00000000,4,0.00000000
79,78,01001110,0.00000000,0.00000000,4,0.00000000
80,79,01001111,1.00000000,0.00000000,5,1.00000000
81,80,01010000,2.00000000,0.00000000,2,2.00000000
82,81,01010001,1.00000000,0.00000000,3,1.00000000
83,82,01010010,1.00000000,0.00000000,3,1.00000000
84,83,01010011,0.00000000,0.00000000,4,0.00000000
85,84,01010100,1.00000000,0.00000000,3,1.00000000
86,85,01010101,0.00000000,0.00000000,4,0.00000000
87,86,01010110,0.00000000,0.00000000,4,0.00000000
88,87,01010111,1.00000000,0.00000000,5,1.00000000
89,88,01011000,1.00000000,0.00000000,3,1.00000000
90,89,01011001,0.00000000,0.00000000,4,0.00000000
91,90,01011010,0.00000000,0.00000000,4,0.00000000
92,91,01011011,1.00000000,0.00000000,5,1.00000000
93,92,01011100,0.00000000,0.00000000,4,0.00000000
94,93,01011101,1.00000000,0.00000000,5,1.00000000
95,94,01011110,1.00000000,0.00000000,5,1.00000000
96,95,01011111,2.00000000,0.00000000,6,2.00000000
97,96,01100000,2.00000000,0.00000000,2,2.00000000
98,97,01100001,1.00000000,0.00000000,3,1.00000000
