generation,mean_best_so_far
0,2.00000000
1,2.00000000
2,2.00000000
3,2.00000000
4,2.00000000
5,2.00000000
6,2.00000000
7,2.00000000
8,2.00000000
9,2.00000000
10,2.00000000
11,2.00000000
12,2.00000000
13,2.00000000
14,2.00000000
15,2.00000000
16,2.00000000
17,2.00000000
18,2.00000000
19,2.00000000
20,2.00000000
21,2.00000000
22,2.00000000
23,2.00000000
24,2.00000000
25,2.00000000
26,2.00000000
27,2.00000000
28,2.00000000
29,2.00000000
30,2.00000000
31,2.00000000
32,2.00000000
33,2.00000000
34,2.00000000
35,2.00000000
36,2.00000000
37,2.00000000
38,2.00000000
39,2.00000000
40,2.00000000
41,2.00000000
42,2.00000000
43,2.00000000
44,2.00000000
45,2.00000000
46,2.00000000
47,2.00000000
48,2.00000000
49,2.00000000
50,2.00000000
51,2.00000000
52,2.00000000
53,2.00000000
54,2.00000000
55,2.00000000
56,2.00000000
57,2.00000000
58,2.00000000
59,2.00000000
60,2.00000000
61,2.00000000
62,2.00000000
63,2.00000000
64,2.00000000
65,2.00000000
66,2.00000000
67,2.00000000
68,2.00000000
69,2.00000000
70,2.00000000
71,2.00000000
72,2.00000000
73,2.00000000
74,2.00000000
75,2.00000000
76,2.00000000
77,2.00000000
78,2.00000000
79,2.00000000
80,2.00000000
81,2.00000000
82,2.00000000
83,2.00000000
84,2.00000000
85,2.00000000
86,2.00000000
87,2.00000000
88,2.00000000
89,2.00000000
90,2.00000000
91,2.00000000
92,2.00000000
93,2.00000000
94,2.00000000
95,2.00000000
96,2.00000000
97,2.00000000
98,2.00000000
99,2.00000000
